date,entity_id,brand,product_name,category,event_type,event_title,event_description,impact_direction,linked_marker_date,linked_marker_type,signal_story,priority
2025-04-19,501,PowerTech,PowerMax 20K,power_banks,stock_issue,Cable Pack Shortage,Bundle accessory shortage trims conversion rate,negative,2025-04-19,event,Demand weakens despite healthy traffic,medium
2025-04-24,501,PowerTech,PowerMax 20K,power_banks,review_spike,Battery Life Review Lift,Recent reviews praise fast charging consistency,positive,2025-04-24,event,Sentiment improvement supports rebound,medium
2025-04-29,501,PowerTech,PowerMax 20K,power_banks,ad_campaign,Long Weekend Utility Push,Short burst campaign ahead of long weekend travel,positive,2025-04-29,event,Search and ad pressure feed late-month demand,medium
2025-04-05,524,SlateTab,SlateMax 11,tablets,ad_campaign,Study & Stream Tablet Push,Ads focus on study plus entertainment use cases,positive,2025-04-05,event,Visibility gains show up in search and later demand,high
2025-04-12,524,SlateTab,SlateMax 11,tablets,stock_issue,High-Storage Variant Tightness,Higher storage variant sees limited availability,negative,2025-04-12,event,Demand gets capped even as awareness stays steady,high
2025-04-18,524,SlateTab,SlateMax 11,tablets,price_drop,Tablet Weekend Cashback,Channel cashback lowers effective selling price,positive,2025-04-18,event,Demand reacts strongly to lower effective price,high
2025-04-23,524,SlateTab,SlateMax 11,tablets,review_spike,Display Praise Trend,Review burst praises screen quality and battery,positive,2025-04-23,event,Sentiment lift improves conversion quality,medium
2025-04-29,524,SlateTab,SlateMax 11,tablets,ad_campaign,Exam Prep Tablet Ads,Short campaign timed to student purchase intent,positive,2025-04-29,event,Search gets a fresh late-month bump,medium
2025-04-08,601,ClearAudio,ClearSound H7,headphones,ad_campaign,Immersive Audio Campaign,Ads highlight ANC and commute comfort,positive,2025-04-08,event,Ad burst increases search and assisted demand,medium
2025-04-15,601,ClearAudio,ClearSound H7,headphones,review_spike,ANC Review Momentum,Positive review cycle around noise cancellation,positive,2025-04-15,event,Sentiment strengthens mid-month consideration,medium
2025-04-21,601,ClearAudio,ClearSound H7,headphones,price_drop,Headphone Cashback Window,Short cashback window improves value perception,positive,2025-04-21,event,Demand rises through stronger conversion,high
2025-04-27,601,ClearAudio,ClearSound H7,headphones,stock_issue,Retail Inventory Tightness,Offline and online stock turns tighter,negative,2025-04-27,event,Demand slips despite good awareness,medium
